123669,1452711600,1.267,3.114,Virtus.pro,compLexity,Total,Starseries,NA,123669
123670,1452711600,1.472,2.406,Virtus.pro,compLexity,will take first 10 kills,Starseries,will take first 10 kills,123669
123671,1452711600,1.720,2.000,Virtus.pro,compLexity,First Blood,Starseries,First Blood,123669
123666,1452711600,1.761,1.955,Team Secret,Team Liquid,Total,Starseries,NA,123666
123667,1452711600,1.858,1.862,Team Secret,Team Liquid,First Blood,Starseries,First Blood,123666
123668,1452711600,1.720,2.000,Team Secret,Team Liquid,will take first 10 kills,Starseries,will take first 10 kills,123666
123699,1452707100,1.710,2.012,Wings Gaming,compLexity,Total,Starseries,NA,123699
123700,1452707100,1.837,1.880,Wings Gaming,compLexity,First blood,Starseries,First blood,123699
123701,1452707100,1.720,2.000,Wings Gaming,compLexity,will take first 10 kills,Starseries,will take first 10 kills,123699
123696,1452707100,1.364,2.707,Team Secret,Vega Squadron,Total,Starseries,NA,123696
123697,1452707100,1.827,1.889,Team Secret,Vega Squadron,First blood,Starseries,First blood,123696
123698,1452707100,1.546,2.254,Team Secret,Vega Squadron,will take first 10 kills,Starseries,will take first 10 kills,123696
123663,1452701700,1.487,2.372,Team Liquid,Vega Squadron,Total,Starseries,NA,123663
123664,1452701700,1.859,1.861,Team Liquid,Vega Squadron,First Blood,Starseries,First Blood,123663
123665,1452701700,1.705,2.018,Team Liquid,Vega Squadron,will take first 10 kills,Starseries,will take first 10 kills,123663
123648,1452701700,1.413,2.555,Virtus.pro,Wings Gaming,Total,Starseries,NA,123648
123649,1452701700,1.765,1.950,Virtus.pro,Wings Gaming,First blood,Starseries,First blood,123648
123650,1452701700,1.641,2.101,Virtus.pro,Wings Gaming,will take first 10 kills,Starseries,will take first 10 kills,123648
123693,1452697200,1.380,2.655,Team Liquid,compLexity,Total,Starseries,NA,123693
123694,1452697200,1.837,1.880,Team Liquid,compLexity,First blood,Starseries,First blood,123693
123695,1452697200,1.608,2.150,Team Liquid,compLexity,will take first 10 kills,Starseries,will take first 10 kills,123693
123651,1452697200,1.635,2.110,Team Secret,Virtus.pro,Total,Starseries,NA,123651
123652,1452697200,1.766,1.949,Team Secret,Virtus.pro,First blood,Starseries,First blood,123651
123653,1452697200,1.723,1.997,Team Secret,Virtus.pro,will take first 10 kills,Starseries,will take first 10 kills,123651
123657,1452692700,1.528,2.287,Team Spirit,Natus Vincere,Total,Starseries,NA,123657
123658,1452692700,1.860,1.860,Team Spirit,Natus Vincere,First Blood,Starseries,First Blood,123657
123659,1452692700,1.720,2.000,Team Spirit,Natus Vincere,will take first 10 kills,Starseries,will take first 10 kills,123657
123645,1452692700,1.549,2.247,Vega Squadron,Wings Gaming,Total,Starseries,NA,123645
123646,1452692700,1.765,1.950,Vega Squadron,Wings Gaming,First blood,Starseries,First blood,123645
123647,1452692700,1.642,2.100,Vega Squadron,Wings Gaming,will take first 10 kills,Starseries,will take first 10 kills,123645
123642,1452687300,1.428,2.513,Evil Geniuses,LGD,Total,Starseries,NA,123642
123643,1452687300,1.760,1.956,Evil Geniuses,LGD,First blood,Starseries,First blood,123642
123644,1452687300,1.564,2.222,Evil Geniuses,LGD,will take first 10 kills,Starseries,will take first 10 kills,123642
123852,1452682800,1.363,2.711,Fnatic,Power Rangers,Total,StarSeries,NA,123852
123853,1452682800,1.720,2.000,Fnatic,Power Rangers,First blood,StarSeries,First blood,123852
123854,1452682800,1.571,2.210,Fnatic,Power Rangers,will take first 10 kills,StarSeries,will take first 10 kills,123852
123660,1452682800,1.459,2.436,Evil Geniuses,Team Spirit,Total,Starseries,NA,123660
123661,1452682800,1.859,1.861,Evil Geniuses,Team Spirit,First Blood,Starseries,First Blood,123660
123662,1452682800,1.717,2.003,Evil Geniuses,Team Spirit,will take first 10 kills,Starseries,will take first 10 kills,123660
123654,1452682800,1.717,2.004,Natus Vincere,Fnatic,Total,Starseries,NA,123654
123655,1452682800,1.860,1.860,Natus Vincere,Fnatic,First Blood,Starseries,First Blood,123654
123656,1452682800,1.863,1.857,Natus Vincere,Fnatic,will take first 10 kills,Starseries,will take first 10 kills,123654
123849,1452678300,1.299,2.960,Natus Vincere,Power Rangers,Total,StarSeries,NA,123849
123850,1452678300,1.720,2.000,Natus Vincere,Power Rangers,First blood,StarSeries,First blood,123849
123851,1452678300,1.430,2.508,Natus Vincere,Power Rangers,will take first 10 kills,StarSeries,will take first 10 kills,123849
123687,1452678300,1.626,2.123,LGD,Team Spirit,Total,Starseries,NA,123687
123688,1452678300,1.851,1.867,LGD,Team Spirit,First blood,Starseries,First blood,123687
123689,1452678300,1.769,1.946,LGD,Team Spirit,will take first 10 kills,Starseries,will take first 10 kills,123687
123846,1452672900,1.160,3.869,Evil Geniuses,Power Rangers,Total,StarSeries,NA,123846
123847,1452672900,1.717,2.004,Evil Geniuses,Power Rangers,First blood,StarSeries,First blood,123846
123848,1452672900,1.344,2.777,Evil Geniuses,Power Rangers,will take first 10 kills,StarSeries,will take first 10 kills,123846
123684,1452672900,1.320,2.870,LGD,Fnatic,Total,Starseries,NA,123684
