125496,1453407300,1.433,2.500,Ad Finem,COOKISS,Total,WePlay,NA,125496
125497,1453407300,1.720,2.000,Ad Finem,COOKISS,First blood,WePlay,First blood,125496
125498,1453407300,1.609,2.148,Ad Finem,COOKISS,will take first 10 kills,WePlay,will take first 10 kills,125496
125503,1453404600,1.444,7.500,Team Liquid,HellRaisers,Total,DotaPit,NA,125503
125504,1453404600,1.338,2.800,Team Liquid,HellRaisers,GameResult,DotaPit,Map1,125503
125507,1453404600,1.795,1.920,Team Liquid,HellRaisers,FB,DotaPit,Map1,125503
125509,1453404600,1.522,2.300,Team Liquid,HellRaisers,Kills10,DotaPit,Map1,125503
125493,1453402800,1.431,2.505,Mamas Boys,No Logic Gaming,Total,WePlay,NA,125493
125494,1453402800,1.720,2.000,Mamas Boys,No Logic Gaming,First blood,WePlay,First blood,125493
125495,1453402800,1.642,2.100,Mamas Boys,No Logic Gaming,will take first 10 kills,WePlay,will take first 10 kills,125493
125490,1453396500,1.290,3.000,Team Spirit,Power Rangers,Total,WePlay,NA,125490
125491,1453396500,1.719,2.001,Team Spirit,Power Rangers,First blood,WePlay,First blood,125490
125492,1453396500,1.433,2.500,Team Spirit,Power Rangers,will take first 10 kills,WePlay,will take first 10 kills,125490
125482,1453392000,1.642,2.100,Team Spirit,Team Empire,Total,WePlay,NA,125482
125483,1453392000,1.860,1.860,Team Spirit,Team Empire,First blood,WePlay,First blood,125482
125484,1453392000,1.765,1.950,Team Spirit,Team Empire,will take first 10 kills,WePlay,will take first 10 kills,125482
125451,1453386600,1.234,3.300,NewBee Youth,WAY,Total,MarsTV,NA,125451
125452,1453386600,1.290,3.000,NewBee Youth,WAY,GameResult,MarsTV,Map1,125451
125448,1453385700,1.396,2.604,Mineski,Signature.TrusT,Total,WePlay,NA,125448
125449,1453385700,1.761,1.955,Mineski,Signature.TrusT,First blood,WePlay,First blood,125448
125450,1453385700,1.642,2.100,Mineski,Signature.TrusT,will take first 10 kills,WePlay,will take first 10 kills,125448
125499,1453381200,1.234,3.300,Team Spirit,Steak Gaming,Total,DotaCinema,NA,125499
125500,1453381200,1.290,3.000,Team Spirit,Steak Gaming,GameResult,DotaCinema,Map1,125499
125501,1453381200,1.837,1.880,Team Spirit,Steak Gaming,FB,DotaCinema,Map1,125499
125502,1453381200,1.474,2.400,Team Spirit,Steak Gaming,Kills10,DotaCinema,Map1,125499
125444,1453381200,1.474,2.400,Mineski,Team Taring,Total,WePlay,NA,125444
125445,1453381200,1.761,1.955,Mineski,Team Taring,First blood,WePlay,First blood,125444
125447,1453381200,1.642,2.100,Mineski,Team Taring,will take first 10 kills,WePlay,will take first 10 kills,125444
125443,1453374000,1.086,4.800,Invictus Gaming,DWG,Total,MarsTV,NA,125443
125446,1453374000,1.204,3.500,Invictus Gaming,DWG,GameResult,MarsTV,Map1,125443
125439,1453361400,1.570,2.212,NewBee,CDEC Youth,Total,MarsTV,NA,125439
125440,1453361400,1.588,2.182,NewBee,CDEC Youth,GameResult,MarsTV,Map1,125439
125441,1453361400,1.849,1.870,NewBee,CDEC Youth,FB,MarsTV,Map1,125439
125442,1453361400,1.720,2.000,NewBee,CDEC Youth,Kills10,MarsTV,Map1,125439
125433,1453348800,1.190,3.610,CDEC,Tongfu,Total,MarsTV,NA,125433
125434,1453348800,1.313,2.901,CDEC,Tongfu,GameResult,MarsTV,Map1,125433
125435,1453348800,1.826,1.890,CDEC,Tongfu,FB,MarsTV,Map1,125433
125436,1453348800,1.498,2.348,CDEC,Tongfu,Kills10,MarsTV,Map1,125433
125366,1453341600,2.914,3.180,Boreal Esports,Enemy,Total,Prodota Cup,NA,125366
125368,1453341600,1.918,1.813,Boreal Esports,Enemy,GameResult,Prodota Cup,Map1,125366
125370,1453336200,1.911,1.804,compLexity,Digital Chaos,Total,Canada Cup,NA,125370
125372,1453336200,1.873,1.846,compLexity,Digital Chaos,GameResult,Canada Cup,Map1,125370
125373,1453336200,1.860,1.860,compLexity,Digital Chaos,FB,Canada Cup,Map1,125370
125374,1453336200,1.806,1.909,compLexity,Digital Chaos,Kills10,Canada Cup,Map1,125370
125355,1453331700,1.807,1.908,Team Archon,Shazam,Total,Weplay,NA,125355
125356,1453331700,1.806,1.909,Team Archon,Shazam,first blood,Weplay,first blood,125355
125357,1453331700,1.859,1.861,Team Archon,Shazam,will take first 10 kills,Weplay,will take first 10 kills,125355
125352,1453327200,1.843,1.875,Team Archon,Elite Wolves,Total,Weplay,NA,125352
125353,1453327200,1.811,1.904,Team Archon,Elite Wolves,first blood,Weplay,first blood,125352
125354,1453327200,1.742,1.975,Team Archon,Elite Wolves,will take first 10 kills,Weplay,will take first 10 kills,125352
125281,1453325400,1.501,7.851,Team Empire,HellRaisers,Total,DotaPit,NA,125281
125282,1453325400,1.357,2.732,Team Empire,HellRaisers,GameResult,DotaPit,Map1,125281
125283,1453325400,1.719,2.002,Team Empire,HellRaisers,FB,DotaPit,Map1,125281
125284,1453325400,1.568,2.214,Team Empire,HellRaisers,Kills10,DotaPit,Map1,125281
125479,1453321225,1.198,3.541,Team Liquid,Steak Gaming,Total,Weplay,NA,125479
125480,1453321080,1.620,2.132,Team Liquid,Steak Gaming,first blood,Weplay,first blood,125479
125481,1453321225,1.336,2.807,Team Liquid,Steak Gaming,will take first 10 kills,Weplay,will take first 10 kills,125479
125277,1453317322,1.143,4.039,Team Spirit,Steak Gaming,Total,DotaCinema,NA,125277
125278,1453317319,1.273,3.080,Team Spirit,Steak Gaming,GameResult,DotaCinema,Map1,125277
125279,1453317319,1.683,2.045,Team Spirit,Steak Gaming,FB,DotaCinema,Map1,125277
125280,1453317319,1.437,2.490,Team Spirit,Steak Gaming,Kills10,DotaCinema,Map1,125277
125201,1453317000,1.078,4.938,Team Liquid,Wombat Gaming,Total,WePlay,NA,125201
125202,1453317000,1.578,2.197,Team Liquid,Wombat Gaming,First blood,WePlay,First blood,125201
125204,1453317000,1.266,3.118,Team Liquid,Wombat Gaming,will take first 10 kills,WePlay,will take first 10 kills,125201
125285,1453316700,1.265,3.123,Russia,Turkey,Total,NationalCup,NA,125285
125286,1453316700,1.307,2.923,Russia,Turkey,GameResult,NationalCup,Map1,125285
125287,1453316700,1.748,1.969,Russia,Turkey,FB,NationalCup,Map1,125285
125288,1453316753,1.494,2.356,Russia,Turkey,Kills10,NationalCup,Map1,125285
125463,1453318980,1.202,3.518,Russia,Turkey,GameResult,NationalCup,Map2,125285
