122675,1452236400,1.302,10.652,Team Taring,Extremist,Total,Major Quali,NA,122675
122676,1452236400,1.218,3.400,Team Taring,Extremist,GameResult,Major Quali,Map1,122675
122677,1452236400,1.765,1.950,Team Taring,Extremist,FB,Major Quali,Map1,122675
122678,1452236400,1.366,2.700,Team Taring,Extremist,Kills10,Major Quali,Map1,122675
122674,1452236400,2.761,3.514,Mineski,First Departure,Total,Major Quali,NA,122674
122679,1452236400,1.497,2.350,Mineski,First Departure,GameResult,Major Quali,Map1,122674
122680,1452236400,1.825,1.892,Mineski,First Departure,FB,Major Quali,Map1,122674
122681,1452236400,1.642,2.100,Mineski,First Departure,Kills10,Major Quali,Map1,122674
122661,1452236400,2.144,4.709,Invictus Gaming,Tongfu,Total,Major Quali,NA,122661
122719,1452236400,1.381,2.650,Invictus Gaming,Tongfu,GameResult,Major Quali,Map1,122661
122720,1452236400,1.679,2.050,Invictus Gaming,Tongfu,First blood map 1,Major Quali,First blood map 1,122661
122721,1452236400,1.548,2.250,Invictus Gaming,Tongfu,Kills10,Major Quali,Map1,122661
122656,1452236400,1.676,7.997,LGD,iG Vitality,Total,Major Quali,NA,122656
122716,1452236400,1.320,2.871,LGD,iG Vitality,GameResult,Major Quali,Map1,122656
122717,1452236400,1.608,2.150,LGD,iG Vitality,First blood map 1,Major Quali,First blood map 1,122656
122718,1452236400,1.511,2.322,LGD,iG Vitality,Kills10,Major Quali,Map1,122656
122651,1452227400,1.801,6.408,MVP Phoenix,Signature.TrusT,Total,Major Quali,NA,122651
122713,1452227400,1.509,2.326,MVP Phoenix,Signature.TrusT,GameResult,Major Quali,Map1,122651
122714,1452227400,1.719,2.001,MVP Phoenix,Signature.TrusT,First blood map 1,Major Quali,First blood map 1,122651
122715,1452227400,1.608,2.150,MVP Phoenix,Signature.TrusT,Kills10,Major Quali,Map1,122651
122650,1452227400,1.895,5.455,Fnatic,Mineski-X,Total,Major Quali,NA,122650
122707,1452227400,1.290,3.000,Fnatic,Mineski-X,GameResult,Major Quali,Map1,122650
122708,1452227400,1.607,2.151,Fnatic,Mineski-X,First blood map 1,Major Quali,First blood map 1,122650
122709,1452227400,1.397,2.600,Fnatic,Mineski-X,Kills10,Major Quali,Map1,122650
122649,1452227400,2.341,3.970,NewBee,Wings Gaming,Total,Major Quali,NA,122649
122702,1452227400,1.349,2.759,NewBee,Wings Gaming,GameResult,Major Quali,Map1,122649
122704,1452227400,1.719,2.001,NewBee,Wings Gaming,First blood map 1,Major Quali,First blood map 1,122649
122706,1452227400,1.564,2.222,NewBee,Wings Gaming,Kills10,Major Quali,Map1,122649
122648,1452227400,3.984,2.396,NewBee Youth,CDEC.A,Total,Major Quali,NA,122648
122697,1452227400,2.002,1.718,NewBee Youth,CDEC.A,GameResult,Major Quali,Map1,122648
122698,1452227400,1.860,1.860,NewBee Youth,CDEC.A,First blood map 1,Major Quali,First blood map 1,122648
122700,1452227400,1.860,1.860,NewBee Youth,CDEC.A,Kills10,Major Quali,Map1,122648
122295,1452225600,1.846,6.018,compLexity,Shazam,Total,Major Quali,NA,122295
122397,1452225600,1.366,2.701,compLexity,Shazam,GameResult,Major Quali,Map1,122295
122399,1452225600,1.727,1.992,compLexity,Shazam,FB,Major Quali,Map1,122295
122400,1452225600,1.488,2.370,compLexity,Shazam,Kills10,Major Quali,Map1,122295
122294,1452225600,2.844,3.450,Team Freedom,Power of Friendship,Total,Major Quali,NA,122294
122394,1452225600,1.608,2.150,Team Freedom,Power of Friendship,GameResult,Major Quali,Map1,122294
122395,1452225600,1.826,1.890,Team Freedom,Power of Friendship,FB,Major Quali,Map1,122294
122396,1452225600,1.729,1.990,Team Freedom,Power of Friendship,Kills10,Major Quali,Map1,122294
122657,1452218400,2.134,4.526,Team Taring,First Departure,Total,Major Quali,NA,122657
122691,1452218400,1.399,2.595,Team Taring,First Departure,GameResult,Major Quali,Map1,122657
