124992,1453167000,1.260,3.150,Elite Wolves,InFamous,Total,Canada Cup,NA,124992
124993,1453167000,1.313,2.900,Elite Wolves,InFamous,GameResult,Canada Cup,Map1,124992
124994,1453167000,1.720,2.000,Elite Wolves,InFamous,FB,Canada Cup,Map1,124992
124995,1453167000,1.445,2.470,Elite Wolves,InFamous,will take first 10 kills,Canada Cup,will take first 10 kills,124992
124989,1453158900,1.199,3.535,Digital Chaos,Leviathan,Total,Weplay,NA,124989
124990,1453158900,1.577,2.200,Digital Chaos,Leviathan,first blood,Weplay,first blood,124989
124991,1453158900,1.309,2.918,Digital Chaos,Leviathan,will take first 10 kills,Weplay,will take first 10 kills,124989
124986,1453154400,2.014,1.708,InFamous,Enemy,Total,Weplay,NA,124986
124987,1453154400,1.860,1.860,InFamous,Enemy,first blood,Weplay,first blood,124986
124988,1453154400,1.996,1.723,InFamous,Enemy,will take first 10 kills,Weplay,will take first 10 kills,124986
124996,1453150800,1.789,5.992,Elite Wolves,Void Boys,Total,Prodota Cup,NA,124996
124997,1453150800,1.396,2.604,Elite Wolves,Void Boys,GameResult,Prodota Cup,Map1,124996
124975,1453148100,1.244,3.243,Mamas Boys,Wombat Gaming,Total,Weplay,NA,124975
124976,1453148100,1.686,2.041,Mamas Boys,Wombat Gaming,First Blood,Weplay,First Blood,124975
124977,1453148100,1.397,2.600,Mamas Boys,Wombat Gaming,will take first 10 kills,Weplay,will take first 10 kills,124975
124925,1453145400,1.390,8.163,Team Empire,STARK eSports,Total,DotaPit,NA,124925
124926,1453145400,1.295,2.976,Team Empire,STARK eSports,GameResult,DotaPit,Map1,124925
124927,1453145400,1.806,1.909,Team Empire,STARK eSports,FB,DotaPit,Map1,124925
124928,1453145400,1.488,2.370,Team Empire,STARK eSports,Kills10,DotaPit,Map1,124925
124998,1453143600,1.555,2.237,No Logic Gaming,Pries,Total,UCC,NA,124998
125000,1453143600,1.610,2.146,No Logic Gaming,Pries,GameResult,UCC,Map1,124998
125001,1453143600,1.837,1.880,No Logic Gaming,Pries,FB,UCC,Map1,124998
125002,1453143600,1.719,2.001,No Logic Gaming,Pries,Kills10,UCC,Map1,124998
124968,1453143600,1.495,2.354,London Conspiracy,Steak Gaming,Total,Weplay,NA,124968
124973,1453143600,1.859,1.861,London Conspiracy,Steak Gaming,First Blood,Weplay,First Blood,124968
124974,1453143600,1.852,1.867,London Conspiracy,Steak Gaming,will take first 10 kills,Weplay,will take first 10 kills,124968
124929,1453136400,2.926,3.458,Power Rangers,HellRaisers,Total,DotaPit,NA,124929
124930,1453136400,1.675,2.055,Power Rangers,HellRaisers,GameResult,DotaPit,Map1,124929
124931,1453136400,1.818,1.898,Power Rangers,HellRaisers,FB,DotaPit,Map1,124929
124932,1453136400,1.865,1.854,Power Rangers,HellRaisers,Kills10,DotaPit,Map1,124929
124966,1453126500,1.550,2.246,MVP Phoenix,Redemption,Total,Weplay,NA,124966
124971,1453126500,1.856,1.864,MVP Phoenix,Redemption,First Blood,Weplay,First Blood,124966
124972,1453126500,1.663,2.071,MVP Phoenix,Redemption,will take first 10 kills,Weplay,will take first 10 kills,124966
124773,1453077660,1.261,3.143,Shazam,Leviathan,Total,Canada Cup,NA,124773
124774,1453077660,1.434,2.499,Shazam,Leviathan,GameResult,Canada Cup,Map1,124773
124775,1453077660,1.765,1.950,Shazam,Leviathan,FB,Canada Cup,Map1,124773
124776,1453077660,1.644,2.097,Shazam,Leviathan,Kills10,Canada Cup,Map1,124773
124950,1453081080,1.361,2.715,Shazam,Leviathan,GameResult,Canada Cup,Map2,124773
124951,1453081140,1.693,2.033,Shazam,Leviathan,FB,Canada Cup,Map2,124773
124952,1453081140,1.552,2.243,Shazam,Leviathan,Kills10,Canada Cup,Map2,124773
124864,1453046940,1.203,3.506,Tornado Rox,Walrus Punch!,Total,UCC,NA,124864
124865,1453046940,1.297,2.970,Tornado Rox,Walrus Punch!,GameResult,UCC,Map1,124864
124866,1453046940,1.714,2.007,Tornado Rox,Walrus Punch!,FB,UCC,Map1,124864
124867,1453046940,1.450,2.458,Tornado Rox,Walrus Punch!,Kills10,UCC,Map1,124864
124888,1453050000,1.243,3.248,Tornado Rox,Walrus Punch!,GameResult,UCC,Map2,124864
124889,1453050000,1.708,2.014,Tornado Rox,Walrus Punch!,FB,UCC,Map2,124864
124890,1453049880,1.346,2.771,Tornado Rox,Walrus Punch!,Kills10,UCC,Map2,124864
124819,1453028640,1.848,1.870,Evil Geniuses (Live),Alliance (Live),Total,Starseries,NA,124819
124820,1453027680,6.639,1.013,Evil Geniuses (Live),Alliance (Live),GameResult,Starseries,Map1,124819
124837,1453031400,5.454,1.053,Evil Geniuses (Live),Alliance (Live),GameResult,Starseries,Map2,124819
124695,1453025400,1.654,2.083,Evil Geniuses,Alliance,Total,Starseries,NA,124695
124696,1453025400,1.745,1.972,Evil Geniuses,Alliance,GameResult,Starseries,Map1,124695
124697,1453025400,1.886,1.831,Evil Geniuses,Alliance,FB,Starseries,Map1,124695
124698,1453025400,1.834,1.883,Evil Geniuses,Alliance,Kills10,Starseries,Map1,124695
124699,1453025400,2.036,1.690,Evil Geniuses,Alliance,Dire will take 1st roshan on map 1,Starseries,Radiant will take 1st roshan on map 1,124695
124754,1453025400,1.562,2.226,Evil Geniuses,Alliance,(Yes) Total kills over 38.5 on map 1,Starseries,(No) Total kills over 38.5 on map 1,124695
124755,1453025400,1.708,2.014,Evil Geniuses,Alliance,(Yes) Total time over 40 minutes on map 1,Starseries,(No) Total time over 40 minutes on map 1,124695
124756,1453025400,2.390,1.479,Evil Geniuses,Alliance,(Yes) Godlike will take place on map 1,Starseries,(No) Godlike will take place on map 1,124695
